montante_financiado,prazo,taxa_de_juros,parcela,tempo_de_emprego,propriedade_de_casa,renda_anual,status_de_verificacao,status_do_emprestimo,finalidade,divida_sobre_renda,inadimplencias_2_anos,score_de_credito,numero_de_dependentes,anos_na_residencia_atual
8014.0,Curto,15.7%,287.81,4 anos,Alugado,28000.0,Não Verificado,Pago,Cartão de Crédito,7.3%,0,376.9323671497585,1,11
5108.0,Curto,9.3%,168.14000000000001,2 anos,Alugado,64000.0,Fonte Verificada,Pago,Cartão de Crédito,13.8%,0,392.3311677494586,1,2
9099.0,Longo,12.7%,208.67000000000002,1 ano,Empréstimo,60852.56,Fonte Verificada,Pago,Cartão de Crédito,18.9%,0,541.1214432783609,4,7
3623.0,Curto,9.9%,126.35,1 ano,Empréstimo,11960.0,Fonte Verificada,Pago,Outro,6.4%,0,418.86356821589203,3,6
18884.0,Longo,13.0%,436.47,mais de 10 anos,Alugado,107004.0,Verificado,Não Pago,Consolidação de Dívida,18.6%,0,517.1966683325004,1,6
22674.0,Longo,22.1%,639.74,menos de 1 ano,Empréstimo,55000.0,Verificado,Pago,Pequena Empresa,23.4%,1,399.7314675995336,0,7
5935.0,Curto,13.5%,210.38,menos de 1 ano,Alugado,46000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,23.7%,0,288.1317674496085,0,1
3920.0,Curto,9.4%,135.04,2 anos,Alugado,19000.0,Não Verificado,Pago,Cartão de Crédito,5.2%,0,401.3326669998334,1,5
5058.0,Curto,8.0%,157.5,menos de 1 ano,Empréstimo,61196.0,Não Verificado,Pago,Outro,7.1%,0,384.14432783608197,8,6
5145.0,Curto,7.9%,165.85000000000002,mais de 10 anos,Empréstimo,62599.0,Fonte Verificada,Pago,Médica,11.5%,0,303.2378144261203,1,5
14858.0,Curto,10.7%,495.82000000000005,6 anos,Empréstimo,64000.0,Não Verificado,Pago,Consolidação de Dívida,13.1%,0,445.3311677494586,10,3
17726.0,Curto,7.9%,555.83,mais de 10 anos,Empréstimo,84048.0,Verificado,Pago,Cartão de Crédito,17.3%,0,330.66703315009164,1,9
10048.0,Curto,16.0%,361.15,9 anos,Alugado,53000.0,Não Verificado,Não Pago,Cartão de Crédito,9.4%,0,298.59820089955025,6,10
15022.0,Curto,9.6%,488.69,menos de 1 ano,Alugado,40000.0,Verificado,Pago,Cartão de Crédito,11.6%,0,442.7319673496585,1,5
22962.0,Longo,12.4%,521.68,mais de 10 anos,Empréstimo,68000.0,Verificado,Não Pago,Consolidação de Dívida,16.5%,0,458.5977011494253,8,4
23868.0,Longo,21.4%,659.86,mais de 10 anos,Empréstimo,125000.0,Verificado,Não Pago,Consolidação de Dívida,8.4%,1,293.3958020989505,0,12
25041.0,Curto,11.0%,823.64,8 anos,Alugado,223000.0,Não Verificado,Não Pago,Mudança,17.5%,0,366.9258703981343,0,10
12339.0,Curto,6.6%,381.77000000000004,mais de 10 anos,Alugado,72000.0,Fonte Verificada,Pago,Consolidação de Dívida,26.7%,0,498.864234549392,0,5
24753.0,Curto,12.5%,831.22,8 anos,Empréstimo,88000.0,Não Verificado,Pago,Consolidação de Dívida,5.9%,0,541.9303681492587,0,4
19913.0,Longo,17.1%,498.44,8 anos,Alugado,125000.0,Verificado,Não Pago,Consolidação de Dívida,13.8%,1,333.3958020989505,2,5
19949.0,Curto,13.4%,686.63,4 anos,Empréstimo,96000.0,Verificado,Não Pago,Consolidação de Dívida,10.3%,0,353.46343494919205,4,10
7378.0,Curto,6.0%,224.08999999999997,,Empréstimo,35000.0,Não Verificado,Pago,Cartão de Crédito,17.9%,0,508.39880059970017,2,6
5125.0,Curto,14.7%,175.79,5 anos,Próprio,22000.0,Não Verificado,Pago,Consolidação de Dívida,15.1%,1,257.53256704980845,4,3
9056.0,Curto,7.5%,284.65,4 anos,Empréstimo,54260.0,Não Verificado,Pago,Melhoria da Casa,13.1%,0,270.68215892053973,1,3
4786.0,Longo,18.2%,122.86,menos de 1 ano,Alugado,36000.0,Fonte Verificada,Pago,Outro,8.4%,0,439.4654339496918,4,5
3959.0,Curto,10.0%,138.91,mais de 10 anos,Empréstimo,186000.0,Fonte Verificada,Não Pago,Compra Importante,19.4%,0,432.46043644844247,0,5
7063.0,Curto,7.9%,224.38,4 anos,Empréstimo,55600.0,Não Verificado,Pago,Compra Importante,11.3%,0,433.7714476095286,0,2
5186.0,Longo,21.4%,140.57999999999998,1 ano,Alugado,54000.0,Fonte Verificada,Não Pago,Casa,10.1%,0,492.6648342495419,6,7
1151.0,Curto,8.0%,44.9,5 anos,Alugado,16800.0,Não Verificado,Pago,Consolidação de Dívida,2.4%,0,478.18607362985176,2,4
20067.0,Curto,11.7%,665.41,menos de 1 ano,Alugado,41000.0,Verificado,Não Pago,Cartão de Crédito,18.2%,0,434.7986006996502,4,4
20093.0,Curto,13.9%,682.65,9 anos,Alugado,123000.0,Não Verificado,Não Pago,Outro,14.2%,0,472.2625353989672,2,11
12048.0,Curto,13.1%,404.98,4 anos,Alugado,57000.0,Não Verificado,Pago,Consolidação de Dívida,15.7%,0,327.8647342995169,3,7
4608.0,Curto,11.1%,148.65,menos de 1 ano,Alugado,29000.0,Não Verificado,Não Pago,Cartão de Crédito,13.0%,0,283.99900049975014,1,5
23895.0,Longo,19.0%,622.9,mais de 10 anos,Alugado,81004.0,Verificado,Não Pago,Consolidação de Dívida,15.2%,0,494.46420123271696,1,2
14429.0,Curto,6.5%,448.32000000000005,3 anos,Empréstimo,52000.0,Verificado,Não Pago,Consolidação de Dívida,14.8%,0,473.53156754955853,1,7
19975.0,Curto,7.9%,627.96,mais de 10 anos,Alugado,98000.0,Verificado,Pago,Cartão de Crédito,20.7%,0,538.5967016491754,0,1
24088.0,Longo,10.7%,525.39,mais de 10 anos,Alugado,103000.0,Fonte Verificada,Pago,Consolidação de Dívida,9.7%,0,275.92986839913374,1,12
7459.0,Curto,15.6%,267.86,2 anos,Empréstimo,60000.0,Verificado,Pago,Consolidação de Dívida,10.7%,0,343.06463434949194,0,3
1950.0,Longo,16.3%,54.26,3 anos,Alugado,43000.0,Não Verificado,Não Pago,Consolidação de Dívida,24.2%,0,453.9318673996335,0,2
3007.0,Curto,16.9%,115.94,5 anos,Alugado,61000.0,Não Verificado,Não Pago,Médica,2.5%,3,540.1312676994836,0,1
14902.0,Curto,7.9%,474.96000000000004,5 anos,Empréstimo,145000.0,Verificado,Pago,Consolidação de Dívida,3.7%,0,410.72846909878393,2,8
15868.0,Curto,13.8%,553.7800000000001,menos de 1 ano,Alugado,80000.0,Verificado,Não Pago,Cartão de Crédito,10.9%,0,416.39730134932535,0,6
12056.0,Curto,14.6%,413.94,menos de 1 ano,Alugado,42000.0,Não Verificado,Não Pago,Outro,16.4%,0,550.8652340496419,3,8
9613.0,Curto,13.2%,327.12,2 anos,Alugado,44000.0,Não Verificado,Pago,Consolidação de Dívida,5.2%,1,466.9985007496252,1,5
15030.0,Longo,12.7%,348.27000000000004,,Empréstimo,72156.0,Fonte Verificada,Não Pago,Consolidação de Dívida,16.9%,0,256.8746293519907,1,10
9856.0,Curto,11.7%,336.69,mais de 10 anos,Alugado,63000.0,Verificado,Não Pago,Cartão de Crédito,19.9%,0,356.2645343994669,1,8
4869.0,Longo,16.0%,126.80999999999999,7 anos,Alugado,48000.0,Fonte Verificada,Pago,Consolidação de Dívida,18.5%,0,342.2650341495919,4,8
25003.0,Longo,13.7%,579.88,mais de 10 anos,Empréstimo,146000.0,Verificado,Não Pago,Consolidação de Dívida,13.5%,0,295.7951024487756,3,10
7210.0,Curto,8.5%,237.25,mais de 10 anos,Empréstimo,26000.0,Verificado,Pago,Pequena Empresa,25.8%,0,541.7991004497751,2,8
3666.0,Curto,6.0%,117.31,2 anos,Empréstimo,19600.0,Não Verificado,Pago,Consolidação de Dívida,12.5%,0,413.3726470098284,1,10
8535.0,Curto,9.4%,275.96999999999997,4 anos,Próprio,52000.0,Não Verificado,Pago,Melhoria da Casa,3.1%,0,312.53156754955853,1,1
1737.0,Curto,6.6%,55.46,mais de 10 anos,Alugado,15000.0,Não Verificado,Pago,Pequena Empresa,23.8%,0,545.0661335998668,0,7
2191.0,Curto,15.3%,85.67,mais de 10 anos,Próprio,46000.0,Não Verificado,Não Pago,Consolidação de Dívida,5.5%,0,506.1317674496085,0,8
12584.0,Curto,6.0%,390.4,5 anos,Empréstimo,65004.0,Não Verificado,Pago,Consolidação de Dívida,12.5%,0,537.3980676328503,2,8
12969.0,Curto,18.4%,482.32,1 ano,Alugado,47000.0,Verificado,Não Pago,Consolidação de Dívida,8.5%,1,496.1984007996002,2,11
19963.0,Longo,16.0%,487.15999999999997,menos de 1 ano,Empréstimo,93000.0,Fonte Verificada,Pago,Consolidação de Dívida,9.1%,0,310.26353489921706,2,2
7917.0,Curto,16.5%,287.03,2 anos,Empréstimo,43000.0,Fonte Verificada,Pago,Consolidação de Dívida,14.0%,2,338.9318673996335,1,6
8035.0,Curto,10.6%,263.66,menos de 1 ano,Alugado,43600.0,Fonte Verificada,Pago,Carro,3.7%,0,466.97184740962854,1,5
9627.0,Curto,12.7%,323.85,menos de 1 ano,Empréstimo,55500.0,Fonte Verificada,Não Pago,Mudança,23.5%,0,258.7647842745294,2,8
9549.0,Longo,11.5%,211.65,3 anos,Alugado,43000.0,Não Verificado,Pago,Cartão de Crédito,18.0%,0,368.9318673996335,1,1
17959.0,Longo,17.6%,454.86,5 anos,Alugado,36000.0,Verificado,Não Pago,Cartão de Crédito,10.3%,0,266.4654339496918,0,2
2099.0,Curto,7.9%,69.94,3 anos,Empréstimo,68000.0,Não Verificado,Pago,Pequena Empresa,17.8%,0,303.5977011494253,1,4
17510.0,Longo,14.0%,417.28000000000003,mais de 10 anos,Empréstimo,93000.0,Verificado,Não Pago,Consolidação de Dívida,8.1%,0,421.26353489921706,1,8
18051.0,Longo,16.0%,450.86,mais de 10 anos,Empréstimo,80000.0,Verificado,Não Pago,Consolidação de Dívida,27.4%,0,268.39730134932535,2,6
6710.0,Longo,18.4%,179.5,3 anos,Empréstimo,41000.0,Fonte Verificada,Pago,Consolidação de Dívida,21.9%,0,474.7986006996502,1,7
4948.0,Curto,7.3%,163.48000000000002,5 anos,Alugado,60800.0,Fonte Verificada,Pago,Médica,5.6%,0,495.1179410294853,1,2
2734.0,Longo,9.6%,62.33,mais de 10 anos,Alugado,15176.0,Fonte Verificada,Pago,Consolidação de Dívida,18.6%,0,480.07786106946526,6,3
4728.0,Longo,15.9%,118.78,3 anos,Alugado,30000.0,Não Verificado,Pago,Carro,7.8%,0,453.0656338497418,3,5
34887.0,Longo,16.5%,864.0699999999999,3 anos,Empréstimo,96000.0,Verificado,Não Pago,Cartão de Crédito,26.5%,0,321.46343494919205,7,10
15043.0,Curto,11.8%,502.40999999999997,menos de 1 ano,Alugado,63223.32,Não Verificado,Não Pago,Consolidação de Dívida,15.9%,0,536.2794149591871,6,6
10057.0,Curto,5.4%,309.22,mais de 10 anos,Empréstimo,122000.0,Não Verificado,Pago,Compra Importante,12.6%,0,522.1959020489755,0,3
16910.0,Longo,10.7%,373.53000000000003,9 anos,Empréstimo,81882.0,Fonte Verificada,Pago,Melhoria da Casa,10.9%,0,318.52270531400967,1,7
6335.0,Curto,13.5%,216.47,5 anos,Empréstimo,86000.0,Verificado,Não Pago,Consolidação de Dívida,24.2%,1,263.7971014492754,1,8
19941.0,Longo,18.4%,517.03,menos de 1 ano,Alugado,70400.0,Verificado,Não Pago,Consolidação de Dívida,14.8%,0,522.7576211894053,1,2
9900.0,Curto,9.6%,328.87,mais de 10 anos,Empréstimo,59000.0,Não Verificado,Pago,Cartão de Crédito,11.2%,0,317.9980009995003,1,3
11749.0,Curto,6.5%,367.11,menos de 1 ano,Alugado,33500.0,Fonte Verificada,Não Pago,Consolidação de Dívida,15.3%,0,326.2988505747126,6,6
9879.0,Longo,16.5%,252.04000000000002,6 anos,Próprio,69280.0,Fonte Verificada,Não Pago,Melhoria da Casa,2.4%,0,424.68299183741465,2,11
3332.0,Curto,6.0%,100.69999999999999,2 anos,Empréstimo,29000.0,Verificado,Pago,Melhoria da Casa,11.0%,0,535.9990004997501,1,3
19861.0,Curto,10.0%,652.3100000000001,1 ano,Alugado,44600.0,Verificado,Pago,Consolidação de Dívida,13.5%,0,387.0384807596202,8,9
8524.0,Longo,10.0%,187.51999999999998,menos de 1 ano,Alugado,72000.0,Fonte Verificada,Não Pago,Outro,11.8%,0,420.864234549392,2,6
19684.0,Curto,9.9%,637.04,8 anos,Alugado,46000.0,Não Verificado,Pago,Cartão de Crédito,22.5%,0,341.1317674496085,2,5
4117.0,Curto,10.0%,131.51000000000002,3 anos,Alugado,14360.0,Verificado,Pago,Férias,12.9%,0,414.02348825587205,2,11
14348.0,Longo,11.5%,317.68,2 anos,Próprio,35920.0,Verificado,Pago,Consolidação de Dívida,24.0%,0,528.4601032816925,0,1
15140.0,Curto,16.7%,548.89,5 anos,Alugado,30080.0,Não Verificado,Não Pago,Pequena Empresa,13.2%,0,385.0709645177411,3,1
10122.0,Longo,13.2%,236.9,mais de 10 anos,Empréstimo,49000.0,Não Verificado,Pago,Consolidação de Dívida,14.2%,0,544.3316674995835,1,4
19935.0,Curto,7.5%,627.46,,Empréstimo,122000.0,Fonte Verificada,Pago,Melhoria da Casa,12.4%,0,265.19590204897554,3,12
17041.0,Longo,12.4%,388.22999999999996,mais de 10 anos,Alugado,50000.0,Verificado,Não Pago,Consolidação de Dívida,25.2%,0,514.3983008495752,1,5
7602.0,Curto,6.0%,231.47,1 ano,Alugado,213000.0,Fonte Verificada,Pago,Médica,3.7%,0,544.2595368982176,1,3
7072.0,Curto,8.9%,229.10999999999999,9 anos,Alugado,36245.0,Não Verificado,Pago,Consolidação de Dívida,22.3%,0,378.4817591204398,0,9
19985.0,Longo,12.7%,461.51,mais de 10 anos,Empréstimo,72000.0,Verificado,Não Pago,Consolidação de Dívida,16.1%,0,348.864234549392,3,8
12981.0,Curto,11.0%,431.8,mais de 10 anos,Empréstimo,52000.0,Verificado,Pago,Melhoria da Casa,23.3%,0,301.53156754955853,3,9
1305.0,Curto,11.0%,48.93,menos de 1 ano,Empréstimo,64964.0,Fonte Verificada,Não Pago,Carro,20.6%,0,278.39540229885057,0,4
13285.0,Longo,16.9%,332.04999999999995,6 anos,Alugado,35000.0,Não Verificado,Não Pago,Consolidação de Dívida,21.0%,0,505.39880059970017,1,4
12072.0,Curto,5.4%,366.05,7 anos,Alugado,91392.0,Não Verificado,Pago,Férias,8.2%,0,388.1563884724305,0,10
13552.0,Longo,15.6%,333.18,1 ano,Alugado,84004.0,Verificado,Não Pago,Consolidação de Dívida,17.5%,0,397.664101282692,0,7
21114.0,Longo,14.9%,504.85,4 anos,Alugado,40721.6,Verificado,Não Pago,Consolidação de Dívida,9.6%,1,484.7800499750125,5,1
2967.0,Longo,13.4%,66.97999999999999,3 anos,Alugado,74600.0,Não Verificado,Não Pago,Carro,14.9%,0,442.03748125937034,1,12
3743.0,Curto,6.0%,116.78,5 anos,Empréstimo,53000.0,Não Verificado,Pago,Melhoria da Casa,13.2%,0,330.59820089955025,4,12
10071.0,Curto,17.2%,363.73,,Alugado,55000.0,Não Verificado,Pago,Consolidação de Dívida,8.4%,0,430.7314675995336,1,6
2138.0,Curto,10.0%,73.99000000000001,3 anos,Alugado,23600.0,Fonte Verificada,Pago,Pequena Empresa,13.9%,0,351.63918040979513,3,3
7529.0,Curto,5.8%,231.02,mais de 10 anos,Empréstimo,69000.0,Fonte Verificada,Pago,Melhoria da Casa,8.6%,0,548.664334499417,3,5
7897.0,Curto,7.0%,255.84,mais de 10 anos,Próprio,33000.0,Não Verificado,Pago,Melhoria da Casa,5.3%,0,491.2655338997168,0,12
3595.0,Curto,12.0%,126.13,2 anos,Alugado,41000.0,Fonte Verificada,Pago,Carro,21.0%,0,283.7986006996502,1,4
11922.0,Curto,15.6%,420.2,mais de 10 anos,Alugado,81000.0,Verificado,Pago,Outro,20.8%,0,522.463934699317,7,2
7940.0,Curto,6.2%,246.38,mais de 10 anos,Alugado,31996.0,Verificado,Pago,Consolidação de Dívida,12.6%,0,486.1986340163252,3,12
5632.0,Curto,8.0%,179.76,4 anos,Próprio,30004.0,Não Verificado,Pago,Consolidação de Dívida,19.2%,0,536.0659003831418,3,4
23906.0,Curto,10.4%,786.33,mais de 10 anos,Empréstimo,53000.0,Verificado,Não Pago,Consolidação de Dívida,3.7%,0,549.5982008995502,8,11
16101.0,Curto,8.5%,510.67,menos de 1 ano,Empréstimo,148000.0,Verificado,Pago,Cartão de Crédito,13.8%,0,482.928369148759,5,12
11097.0,Curto,16.9%,399.39,5 anos,Alugado,25000.0,Não Verificado,Não Pago,Casamento,8.1%,3,483.73246709978343,5,8
15902.0,Curto,14.3%,557.3,mais de 10 anos,Empréstimo,47000.0,Não Verificado,Não Pago,Consolidação de Dívida,14.7%,0,428.1984007996002,2,9
25039.0,Longo,14.5%,590.9300000000001,2 anos,Alugado,63000.0,Verificado,Pago,Consolidação de Dívida,13.8%,0,522.2645343994669,1,7
6811.0,Longo,11.9%,154.87,2 anos,Alugado,71000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,19.1%,0,284.7976011994003,8,2
7969.0,Curto,9.9%,266.87,menos de 1 ano,Alugado,30000.0,Fonte Verificada,Não Pago,Mudança,3.9%,0,276.0656338497418,0,5
14946.0,Longo,18.6%,392.41999999999996,8 anos,Empréstimo,98000.0,Verificado,Pago,Cartão de Crédito,18.0%,0,269.59670164917543,1,1
11913.0,Longo,11.0%,270.73,mais de 10 anos,Empréstimo,57000.0,Fonte Verificada,Não Pago,Compra Importante,7.2%,0,449.8647342995169,2,1
7857.0,Longo,18.0%,207.72,2 anos,Alugado,46000.0,Verificado,Não Pago,Cartão de Crédito,7.5%,0,289.1317674496085,1,3
9113.0,Curto,7.9%,284.76,4 anos,Alugado,55800.0,Fonte Verificada,Pago,Consolidação de Dívida,18.3%,0,434.7847742795269,2,6
5616.0,Curto,11.7%,187.23,1 ano,Alugado,18000.0,Fonte Verificada,Não Pago,Carro,20.4%,0,360.26603364984175,3,1
3895.0,Curto,14.0%,137.98999999999998,7 anos,Empréstimo,47000.0,Não Verificado,Pago,Casamento,12.4%,0,399.1984007996002,2,11
24862.0,Curto,10.7%,821.66,menos de 1 ano,Empréstimo,54000.0,Não Verificado,Não Pago,Cartão de Crédito,11.9%,0,548.6648342495419,2,5
12132.0,Longo,19.4%,323.04,6 anos,Empréstimo,57004.0,Não Verificado,Pago,Melhoria da Casa,7.2%,0,482.86500083291685,0,12
15744.0,Longo,14.8%,379.6,menos de 1 ano,Empréstimo,59000.0,Verificado,Pago,Consolidação de Dívida,15.9%,0,271.9980009995003,0,7
7288.0,Curto,11.7%,243.36,9 anos,Alugado,108000.0,Fonte Verificada,Pago,Cartão de Crédito,9.5%,1,355.2630351490921,0,6
34902.0,Longo,10.4%,756.5999999999999,3 anos,Empréstimo,118676.0,Verificado,Pago,Melhoria da Casa,8.5%,0,396.9744127936032,5,5
9624.0,Longo,11.5%,220.31,7 anos,Alugado,51000.0,Não Verificado,Não Pago,Médica,7.2%,0,511.46493419956687,8,3
19046.0,Longo,16.3%,465.53,2 anos,Alugado,51000.0,Fonte Verificada,Pago,Consolidação de Dívida,22.4%,0,326.46493419956687,0,5
7524.0,Curto,6.6%,234.46,3 anos,Empréstimo,49000.0,Não Verificado,Pago,Consolidação de Dívida,16.6%,0,400.33166749958355,7,1
7097.0,Curto,12.7%,238.73999999999998,2 anos,Empréstimo,85000.0,Não Verificado,Pago,Pequena Empresa,19.3%,1,410.7304680992837,4,9
12113.0,Curto,10.4%,394.83000000000004,3 anos,Próprio,56600.0,Verificado,Não Pago,Melhoria da Casa,6.5%,0,382.83808095952025,1,5
23711.0,Curto,11.0%,778.44,6 anos,Empréstimo,82000.0,Verificado,Pago,Consolidação de Dívida,7.4%,0,481.53056804930867,0,8
6006.0,Curto,13.0%,203.89,5 anos,Empréstimo,57368.0,Fonte Verificada,Pago,Consolidação de Dívida,12.2%,0,528.8892553723139,1,7
2037.0,Curto,14.7%,73.65,9 anos,Alugado,32204.0,Fonte Verificada,Pago,Outro,12.7%,0,347.21249375312345,2,1
5900.0,Curto,12.2%,200.82,4 anos,Empréstimo,24400.0,Não Verificado,Não Pago,Consolidação de Dívida,11.1%,0,384.6924870897884,1,6
7066.0,Curto,10.7%,239.74,4 anos,Alugado,45000.0,Fonte Verificada,Não Pago,Cartão de Crédito,16.8%,0,256.06513409961684,2,9
14901.0,Curto,11.1%,492.36,9 anos,Empréstimo,110000.0,Fonte Verificada,Pago,Consolidação de Dívida,20.4%,1,519.3963018490755,1,8
2541.0,Curto,10.0%,86.21,mais de 10 anos,Empréstimo,53600.0,Fonte Verificada,Pago,Outro,15.7%,0,542.6381809095452,6,2
4205.0,Curto,6.8%,133.92,mais de 10 anos,Alugado,35400.0,Não Verificado,Pago,Consolidação de Dívida,5.1%,0,344.4254539396968,2,5
7437.0,Curto,12.6%,259.35,5 anos,Alugado,33780.0,Verificado,Pago,Consolidação de Dívida,17.8%,1,414.3175079127103,1,4
3984.0,Longo,17.5%,99.95,6 anos,Alugado,24200.0,Fonte Verificada,Não Pago,Consolidação de Dívida,23.9%,0,272.6791604197901,9,7
2946.0,Curto,11.1%,100.94,menos de 1 ano,Próprio,31000.0,Não Verificado,Pago,Compra Importante,1.5%,0,537.1322671997334,4,6
7502.0,Curto,11.3%,252.70999999999998,9 anos,Alugado,117275.0,Verificado,Pago,Cartão de Crédito,10.1%,0,379.88105947026486,7,2
4951.0,Curto,14.0%,172.23,3 anos,Alugado,96000.0,Fonte Verificada,Pago,Consolidação de Dívida,16.1%,0,533.4634349491921,2,6
21680.0,Longo,12.7%,493.85,2 anos,Empréstimo,119000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,16.5%,0,533.9960019990006,1,1
12016.0,Curto,6.5%,373.64,1 ano,Próprio,156000.0,Fonte Verificada,Pago,Consolidação de Dívida,6.3%,0,459.4614359486923,3,5
5516.0,Longo,13.3%,138.28,6 anos,Alugado,60000.0,Verificado,Não Pago,Casamento,18.8%,0,394.06463434949194,1,8
9919.0,Curto,9.9%,327.05,4 anos,Alugado,24000.0,Fonte Verificada,Não Pago,Cartão de Crédito,10.6%,0,261.6658337497918,0,11
2859.0,Curto,11.9%,104.01,1 ano,Alugado,17000.0,Verificado,Não Pago,Mudança,3.3%,0,436.1994002998501,1,9
5025.0,Curto,12.2%,169.11999999999998,menos de 1 ano,Alugado,8000.0,Não Verificado,Não Pago,Pequena Empresa,0.0%,1,499.599700149925,0,8
10079.0,Curto,7.5%,314.12,3 anos,Empréstimo,74000.0,Não Verificado,Pago,Pequena Empresa,7.7%,0,273.9975012493753,4,6
19976.0,Curto,13.5%,687.34,menos de 1 ano,Empréstimo,82000.0,Verificado,Pago,Consolidação de Dívida,16.0%,0,519.5305680493086,2,1
16011.0,Curto,11.5%,532.8499999999999,4 anos,Alugado,43400.0,Não Verificado,Não Pago,Consolidação de Dívida,12.2%,2,368.95852073963016,2,10
6870.0,Curto,13.2%,241.89,1 ano,Empréstimo,46200.0,Fonte Verificada,Pago,Consolidação de Dívida,21.3%,3,396.1450941196069,0,9
3047.0,Longo,11.0%,70.33,menos de 1 ano,Próprio,22600.0,Não Verificado,Não Pago,Férias,22.1%,3,322.5725470598034,1,8
12231.0,Curto,8.9%,391.93,9 anos,Alugado,39000.0,Não Verificado,Pago,Consolidação de Dívida,22.1%,0,287.6653339996668,0,5
7086.0,Curto,12.2%,237.01,4 anos,Alugado,32000.0,Não Verificado,Não Pago,Consolidação de Dívida,19.4%,0,390.1989005497251,2,5
5091.0,Curto,14.7%,180.76,3 anos,Próprio,108800.0,Não Verificado,Pago,Consolidação de Dívida,14.5%,0,278.31634182908545,7,5
12248.0,Longo,18.3%,323.92,5 anos,Empréstimo,53000.0,Verificado,Pago,Consolidação de Dívida,16.1%,0,297.59820089955025,0,7
5339.0,Longo,12.7%,129.0,mais de 10 anos,Empréstimo,99996.0,Não Verificado,Não Pago,Carro,12.8%,0,532.7297018157587,2,1
11106.0,Curto,11.1%,365.83,3 anos,Alugado,41000.0,Verificado,Pago,Consolidação de Dívida,24.5%,0,517.7986006996503,4,12
30054.0,Longo,20.9%,819.08,5 anos,Empréstimo,101000.0,Verificado,Não Pago,Consolidação de Dívida,24.1%,2,438.7966016991504,1,5
10629.0,Longo,21.4%,291.84000000000003,4 anos,Alugado,34400.0,Verificado,Pago,Cartão de Crédito,20.0%,0,532.3588205897051,0,6
11944.0,Curto,12.7%,407.57,1 ano,Alugado,80000.0,Não Verificado,Pago,Cartão de Crédito,8.3%,0,429.39730134932535,6,5
18328.0,Longo,18.4%,475.17,2 anos,Empréstimo,58200.0,Verificado,Não Pago,Consolidação de Dívida,23.3%,0,453.94469431950694,4,7
10115.0,Curto,7.7%,312.39,menos de 1 ano,Alugado,86000.0,Fonte Verificada,Pago,Casamento,12.5%,0,510.7971014492754,3,5
2860.0,Curto,17.2%,108.17,5 anos,Empréstimo,73000.0,Verificado,Pago,Férias,11.0%,0,518.9308678993837,3,10
18687.0,Longo,16.5%,468.59999999999997,7 anos,Alugado,29000.0,Fonte Verificada,Pago,Consolidação de Dívida,19.0%,0,304.99900049975014,1,9
19971.0,Longo,13.5%,464.57000000000005,3 anos,Alugado,82000.0,Verificado,Pago,Consolidação de Dívida,19.7%,0,516.5305680493086,5,12
7488.0,Curto,7.9%,239.93,4 anos,Alugado,69000.0,Não Verificado,Pago,Cartão de Crédito,2.8%,0,255.66433449941695,0,12
14877.0,Curto,9.6%,482.0,mais de 10 anos,Outro,73000.0,Verificado,Não Pago,Melhoria da Casa,12.2%,0,278.93086789938366,1,7
25034.0,Curto,17.9%,906.1600000000001,3 anos,Alugado,88000.0,Verificado,Pago,Consolidação de Dívida,21.0%,0,349.9303681492587,2,1
12116.0,Longo,16.0%,292.38,5 anos,Empréstimo,72000.0,Verificado,Pago,Consolidação de Dívida,21.8%,0,299.864234549392,2,12
7147.0,Curto,7.5%,223.2,mais de 10 anos,Alugado,63000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,21.3%,0,507.2645343994669,0,7
4088.0,Curto,10.0%,137.76,5 anos,Alugado,26004.0,Não Verificado,Não Pago,Consolidação de Dívida,13.6%,1,362.7993669831751,1,7
937.0,Curto,9.6%,39.83,menos de 1 ano,Alugado,3000.0,Não Verificado,Pago,Consolidação de Dívida,18.0%,0,525.2665333999666,1,11
11282.0,Curto,7.3%,358.34,mais de 10 anos,Empréstimo,50129.0,Verificado,Pago,Consolidação de Dívida,12.3%,0,262.4068965517241,0,11
8084.0,Longo,10.6%,176.79,menos de 1 ano,Empréstimo,37004.0,Fonte Verificada,Pago,Consolidação de Dívida,8.2%,0,276.53233383308344,1,1
2811.0,Curto,6.8%,90.38,4 anos,Empréstimo,68000.0,Fonte Verificada,Pago,Compra Importante,0.3%,0,275.5977011494253,2,1
3528.0,Curto,16.3%,134.03,6 anos,Alugado,46000.0,Fonte Verificada,Pago,Compra Importante,22.1%,0,374.1317674496085,1,1
19884.0,Curto,14.2%,685.6700000000001,7 anos,Alugado,113000.0,Verificado,Pago,Pequena Empresa,16.9%,0,267.59620189905047,0,4
2379.0,Curto,13.0%,83.48,menos de 1 ano,Próprio,38000.0,Não Verificado,Não Pago,Pequena Empresa,22.5%,1,305.59870064967515,2,1
16135.0,Longo,10.4%,344.71999999999997,6 anos,Empréstimo,59400.0,Fonte Verificada,Pago,Melhoria da Casa,0.0%,0,400.0246543394969,0,10
21616.0,Curto,13.5%,734.3299999999999,5 anos,Alugado,62000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,9.7%,0,544.1979010494753,1,11
