montante_financiado,prazo,taxa_de_juros,parcela,tempo_de_emprego,propriedade_de_casa,renda_anual,status_de_verificacao,finalidade,divida_sobre_renda,inadimplencias_2_anos,score_de_credito,numero_de_dependentes,anos_na_residencia_atual
24857.0,Curto,15.7%,881.9,3 anos,Alugado,131250.0,Não Verificado,Consolidação de Dívida,14.2%,0,340.81226053639847,3,6
8051.0,Curto,18.4%,295.08000000000004,3 anos,Alugado,78000.0,Fonte Verificada,Consolidação de Dívida,6.2%,1,526.264034649342,4,4
12077.0,Curto,16.0%,429.65999999999997,2 anos,Outro,97000.0,Não Verificado,Pequena Empresa,11.9%,0,457.53006829918377,5,6
15528.0,Longo,19.7%,416.37,mais de 10 anos,Empréstimo,61320.0,Não Verificado,Cartão de Crédito,20.9%,1,397.1525903714809,2,6
4920.0,Curto,6.5%,162.56,5 anos,Alugado,40800.0,Fonte Verificada,Consolidação de Dívida,7.2%,0,465.7852740296518,4,3
7660.0,Curto,8.9%,253.96,menos de 1 ano,Alugado,49000.0,Não Verificado,Outro,16.6%,0,515.3316674995835,0,3
11547.0,Longo,13.0%,273.46999999999997,9 anos,Próprio,33400.0,Verificado,Compra Importante,7.0%,0,426.2921872397135,2,1
6904.0,Curto,11.5%,237.63000000000002,mais de 10 anos,Empréstimo,67600.0,Não Verificado,Pequena Empresa,8.1%,0,327.5710478094286,0,5
11882.0,Curto,8.9%,385.4,3 anos,Alugado,89000.0,Não Verificado,Consolidação de Dívida,6.2%,0,492.99700149925036,0,8
9883.0,Curto,5.4%,304.42,9 anos,Empréstimo,173000.0,Não Verificado,Melhoria da Casa,8.5%,0,434.59420289855075,1,1
5564.0,Curto,14.9%,196.54999999999998,2 anos,Alugado,19700.0,Fonte Verificada,Consolidação de Dívida,18.3%,0,379.37931034482756,1,7
6095.0,Curto,11.0%,201.25,3 anos,Empréstimo,62500.0,Não Verificado,Outro,18.7%,0,274.2312177244711,1,10
1487.0,Curto,10.0%,50.15,5 anos,Alugado,36000.0,Não Verificado,Outro,22.3%,0,530.4654339496918,2,2
15126.0,Curto,13.4%,516.66,4 anos,Alugado,57000.0,Verificado,Consolidação de Dívida,17.2%,0,404.8647342995169,3,10
9886.0,Curto,8.5%,315.93,3 anos,Empréstimo,49000.0,Verificado,Consolidação de Dívida,24.7%,0,437.33166749958355,1,4
11884.0,Curto,16.8%,428.78000000000003,menos de 1 ano,Empréstimo,43004.0,Verificado,Melhoria da Casa,14.3%,0,261.93213393303347,8,2
11979.0,Curto,12.8%,403.8,1 ano,Alugado,88000.0,Verificado,Pequena Empresa,11.9%,0,299.9303681492587,1,7
12032.0,Curto,16.0%,429.84999999999997,5 anos,Alugado,47000.0,Verificado,Educação,13.3%,0,343.1984007996002,0,4
22017.0,Curto,16.6%,788.9200000000001,9 anos,Empréstimo,66000.0,Verificado,Cartão de Crédito,15.0%,0,470.46443444944197,1,3
3992.0,Curto,12.7%,136.29999999999998,7 anos,Empréstimo,26200.0,Fonte Verificada,Consolidação de Dívida,14.8%,0,513.8124271197735,1,4
4876.0,Curto,15.6%,178.60999999999999,1 ano,Alugado,56000.0,Fonte Verificada,Casamento,8.8%,3,457.79810094952524,0,3
5589.0,Curto,7.1%,173.23999999999998,2 anos,Empréstimo,14094.0,Não Verificado,Consolidação de Dívida,16.2%,0,525.0057637847742,2,11
6899.0,Curto,7.9%,228.23,mais de 10 anos,Alugado,42000.0,Verificado,Cartão de Crédito,17.2%,0,276.86523404964186,0,6
11895.0,Curto,16.0%,428.23999999999995,2 anos,Alugado,50000.0,Fonte Verificada,Cartão de Crédito,12.4%,0,272.3983008495752,2,5
15083.0,Curto,14.4%,523.03,menos de 1 ano,Empréstimo,46996.0,Fonte Verificada,Consolidação de Dívida,11.5%,0,356.1981342662002,3,7
4025.0,Curto,10.7%,137.8,8 anos,Empréstimo,119000.0,Não Verificado,Melhoria da Casa,21.1%,0,372.9960019990005,1,10
13502.0,Longo,11.5%,305.38,mais de 10 anos,Empréstimo,94000.0,Não Verificado,Consolidação de Dívida,21.7%,0,404.3301682492087,0,2
17090.0,Longo,13.5%,393.18,mais de 10 anos,Empréstimo,113000.0,Verificado,Mudança,18.4%,0,501.59620189905047,1,2
6478.0,Curto,9.6%,212.74,4 anos,Alugado,39996.0,Não Verificado,Carro,9.2%,1,504.7317008162585,4,8
34904.0,Longo,21.7%,965.24,,Empréstimo,71000.0,Verificado,Pequena Empresa,17.4%,3,382.7976011994003,1,5
18501.0,Curto,12.4%,621.97,9 anos,Empréstimo,93000.0,Verificado,Consolidação de Dívida,11.3%,0,446.26353489921706,0,4
7538.0,Curto,7.9%,243.39000000000001,5 anos,Alugado,53000.0,Fonte Verificada,Pequena Empresa,0.9%,0,266.59820089955025,1,9
5906.0,Curto,12.7%,205.1,4 anos,Alugado,41000.0,Fonte Verificada,Casa,7.0%,0,436.7986006996502,0,9
5074.0,Curto,15.1%,181.19,4 anos,Alugado,59016.0,Não Verificado,Consolidação de Dívida,21.3%,0,343.99906713310014,4,10
15054.0,Curto,12.8%,507.13,5 anos,Empréstimo,118000.0,Verificado,Pequena Empresa,8.1%,0,263.92936864900884,1,1
8118.0,Longo,12.7%,188.84,mais de 10 anos,Empréstimo,60000.0,Fonte Verificada,Consolidação de Dívida,20.3%,0,262.06463434949194,1,5
14965.0,Curto,14.4%,524.5600000000001,2 anos,Alugado,60500.0,Verificado,Casamento,21.5%,0,387.09795102448777,1,7
6028.0,Curto,7.7%,188.1,mais de 10 anos,Empréstimo,86996.0,Verificado,Melhoria da Casa,6.6%,0,376.8634682658671,0,4
20007.0,Curto,10.4%,650.86,9 anos,Empréstimo,88000.0,Verificado,Carro,7.9%,0,315.9303681492587,1,6
35098.0,Longo,21.7%,962.63,mais de 10 anos,Empréstimo,116000.0,Verificado,Cartão de Crédito,22.8%,0,484.7961019490255,3,3
24982.0,Curto,11.4%,832.6999999999999,9 anos,Alugado,120000.0,Não Verificado,Pequena Empresa,3.6%,0,540.0626353489922,0,11
3277.0,Curto,13.5%,114.63,menos de 1 ano,Alugado,32200.0,Fonte Verificada,Consolidação de Dívida,14.3%,2,254.21222721972345,2,6
10980.0,Curto,10.4%,363.65000000000003,3 anos,Alugado,44000.0,Fonte Verificada,Cartão de Crédito,21.1%,0,540.9985007496252,2,7
4447.0,Curto,5.8%,141.85999999999999,3 anos,Alugado,49000.0,Não Verificado,Consolidação de Dívida,18.9%,0,323.33166749958355,0,8
4895.0,Curto,7.7%,160.69,2 anos,Empréstimo,121000.0,Não Verificado,Cartão de Crédito,7.0%,0,349.1292686989838,1,10
14476.0,Curto,10.6%,470.2,menos de 1 ano,Alugado,38000.0,Não Verificado,Cartão de Crédito,12.0%,0,531.5987006496752,6,12
7964.0,Curto,10.4%,266.17999999999995,6 anos,Empréstimo,102996.0,Não Verificado,Casamento,7.6%,0,275.9296018657338,1,4
9217.0,Curto,15.0%,326.92,menos de 1 ano,Próprio,15400.0,Não Verificado,Consolidação de Dívida,0.1%,0,520.0927869398633,7,8
3898.0,Curto,11.9%,136.29999999999998,2 anos,Alugado,57000.0,Não Verificado,Mudança,12.9%,1,458.8647342995169,1,6
2431.0,Curto,17.5%,92.02,2 anos,Alugado,12440.0,Verificado,Outro,8.2%,0,500.89555222388805,2,1
9875.0,Longo,15.2%,245.37,2 anos,Alugado,47000.0,Fonte Verificada,Outro,11.2%,0,534.1984007996002,1,6
9639.0,Longo,16.3%,243.07,2 anos,Alugado,59451.0,Verificado,Consolidação de Dívida,15.2%,0,538.0280526403465,1,1
10010.0,Curto,7.1%,314.13,mais de 10 anos,Empréstimo,51000.0,Fonte Verificada,Outro,7.3%,0,380.46493419956687,6,7
11903.0,Curto,10.4%,389.64,2 anos,Empréstimo,51669.0,Verificado,Consolidação de Dívida,6.5%,0,317.5095119107113,3,1
14913.0,Longo,15.3%,368.05,6 anos,Empréstimo,34976.0,Não Verificado,Consolidação de Dívida,17.9%,0,487.39720139930034,1,9
8065.0,Longo,17.1%,209.98999999999998,5 anos,Empréstimo,60000.0,Verificado,Pequena Empresa,23.9%,0,490.06463434949194,4,1
4030.0,Curto,10.0%,132.87,mais de 10 anos,Empréstimo,62000.0,Verificado,Cartão de Crédito,18.2%,0,438.19790104947526,4,4
25019.0,Curto,15.7%,880.77,2 anos,Alugado,106000.0,Verificado,Consolidação de Dívida,15.7%,0,377.1297684491088,1,7
8959.0,Curto,9.6%,292.42,8 anos,Alugado,73000.0,Verificado,Férias,18.7%,0,466.93086789938366,3,12
6036.0,Curto,6.2%,190.71,mais de 10 anos,Empréstimo,60006.0,Fonte Verificada,Consolidação de Dívida,3.3%,0,343.0650341495919,1,6
1639.0,Curto,16.9%,63.6,3 anos,Empréstimo,22120.0,Verificado,Consolidação de Dívida,23.6%,0,510.54056305180745,1,1
5508.0,Curto,6.2%,174.28,menos de 1 ano,Empréstimo,42000.0,Não Verificado,Consolidação de Dívida,15.0%,0,467.86523404964186,1,8
5858.0,Curto,12.0%,204.13,mais de 10 anos,Empréstimo,63000.0,Verificado,Consolidação de Dívida,9.2%,2,352.2645343994669,10,8
4947.0,Curto,11.9%,162.68,mais de 10 anos,Empréstimo,49000.0,Fonte Verificada,Melhoria da Casa,9.1%,1,326.33166749958355,2,3
4084.0,Longo,20.9%,110.92999999999999,2 anos,Alugado,52000.0,Fonte Verificada,Consolidação de Dívida,4.4%,0,391.53156754955853,3,10
2411.0,Curto,9.9%,81.41999999999999,2 anos,Próprio,51000.0,Fonte Verificada,Outro,18.4%,0,489.46493419956687,10,4
6096.0,Curto,11.5%,199.48000000000002,mais de 10 anos,Empréstimo,72000.0,Verificado,Consolidação de Dívida,22.0%,0,254.864234549392,2,7
16884.0,Longo,12.0%,373.25,mais de 10 anos,Próprio,71000.0,Verificado,Consolidação de Dívida,15.8%,0,397.7976011994003,1,8
11854.0,Curto,10.0%,395.48999999999995,,Alugado,47000.0,Verificado,Consolidação de Dívida,21.6%,0,464.1984007996002,0,4
6044.0,Curto,7.9%,190.65,9 anos,Empréstimo,49996.0,Fonte Verificada,Compra Importante,0.6%,0,480.39803431617526,0,11
15011.0,Curto,15.9%,526.88,menos de 1 ano,Empréstimo,100296.0,Não Verificado,Consolidação de Dívida,11.1%,0,284.7496918207563,1,12
20543.0,Curto,10.2%,660.84,2 anos,Alugado,83004.0,Verificado,Consolidação de Dívida,20.4%,0,354.59746793270034,1,7
19879.0,Curto,12.7%,678.64,7 anos,Próprio,52000.0,Verificado,Cartão de Crédito,13.6%,0,503.53156754955853,0,8
4751.0,Curto,6.5%,149.41,4 anos,Alugado,60000.0,Fonte Verificada,Consolidação de Dívida,5.1%,0,325.06463434949194,2,7
13991.0,Curto,7.7%,442.34999999999997,4 anos,Empréstimo,85634.0,Fonte Verificada,Consolidação de Dívida,12.2%,0,440.7727136431784,1,5
30073.0,Longo,13.5%,693.14,mais de 10 anos,Alugado,75300.0,Verificado,Consolidação de Dívida,5.3%,0,291.0841246043645,2,6
24115.0,Curto,18.4%,878.29,4 anos,Próprio,600000.0,Verificado,Compra Importante,7.1%,0,541.0466433449942,4,7
24008.0,Curto,8.9%,769.7800000000001,mais de 10 anos,Empréstimo,116400.0,Verificado,Carro,3.9%,0,344.82275528902215,2,7
13877.0,Curto,13.1%,473.69,mais de 10 anos,Empréstimo,102000.0,Não Verificado,Cartão de Crédito,11.9%,0,468.8632350491421,2,5
10035.0,Curto,7.5%,317.93,menos de 1 ano,Empréstimo,97000.0,Não Verificado,Consolidação de Dívida,2.9%,0,317.53006829918377,3,12
14073.0,Longo,13.5%,328.99,mais de 10 anos,Empréstimo,63000.0,Não Verificado,Melhoria da Casa,18.6%,1,351.2645343994669,1,7
15025.0,Curto,12.7%,508.03000000000003,,Empréstimo,44655.8,Verificado,Consolidação de Dívida,5.9%,0,294.04219890054975,3,12
4090.0,Longo,12.6%,98.25999999999999,5 anos,Empréstimo,28000.0,Não Verificado,Consolidação de Dívida,23.4%,0,520.9323671497584,1,8
1224.0,Curto,18.2%,49.36,4 anos,Alugado,18400.0,Verificado,Outro,24.1%,4,276.2926869898384,1,9
7954.0,Longo,11.1%,175.68,mais de 10 anos,Empréstimo,48000.0,Não Verificado,Pequena Empresa,28.6%,0,262.2650341495919,1,7
10088.0,Curto,10.0%,327.63,mais de 10 anos,Próprio,50000.0,Fonte Verificada,Consolidação de Dívida,20.1%,0,433.3983008495752,2,10
7476.0,Longo,11.5%,168.17,2 anos,Alugado,19552.0,Verificado,Carro,4.6%,0,491.36944860902884,0,6
8276.0,Longo,10.6%,182.06,3 anos,Alugado,59000.0,Não Verificado,Casamento,9.0%,0,544.9980009995003,0,1
12045.0,Curto,6.9%,373.86,menos de 1 ano,Alugado,44000.0,Não Verificado,Consolidação de Dívida,8.9%,0,534.9985007496252,0,3
13957.0,Longo,14.9%,339.2,2 anos,Empréstimo,50000.0,Verificado,Melhoria da Casa,22.6%,0,438.3983008495752,3,1
15959.0,Longo,17.3%,403.0,mais de 10 anos,Alugado,84000.0,Verificado,Compra Importante,19.3%,0,466.663834749292,2,3
6402.0,Curto,8.9%,208.62,3 anos,Alugado,27000.0,Verificado,Cartão de Crédito,22.9%,1,536.8657337997668,0,5
25021.0,Longo,10.7%,542.44,mais de 10 anos,Empréstimo,73000.0,Verificado,Consolidação de Dívida,6.9%,0,449.93086789938366,2,10
5867.0,Curto,5.8%,188.26,1 ano,Alugado,51000.0,Não Verificado,Mudança,18.8%,0,326.46493419956687,3,8
10775.0,Curto,10.2%,351.76,3 anos,Alugado,24960.0,Verificado,Consolidação de Dívida,20.2%,0,366.72980176578375,1,8
5859.0,Curto,18.0%,220.73,1 ano,Alugado,30000.0,Fonte Verificada,Consolidação de Dívida,2.0%,1,333.0656338497418,3,5
6748.0,Curto,13.5%,235.42000000000002,2 anos,Empréstimo,102000.0,Verificado,Melhoria da Casa,11.6%,0,353.8632350491421,2,11
3536.0,Curto,13.9%,119.31,7 anos,Próprio,45994.0,Verificado,Cartão de Crédito,24.5%,0,317.1313676495086,0,12
4150.0,Curto,7.3%,124.18,2 anos,Alugado,20000.0,Fonte Verificada,Consolidação de Dívida,28.6%,0,435.39930034982507,6,1
16409.0,Longo,13.5%,381.36,8 anos,Empréstimo,148000.0,Fonte Verificada,Pequena Empresa,2.1%,0,445.928369148759,5,1
6309.0,Curto,6.5%,194.3,8 anos,Alugado,42000.0,Não Verificado,Compra Importante,2.0%,1,350.86523404964186,0,7
1178.0,Longo,14.9%,29.14,mais de 10 anos,Alugado,37000.0,Fonte Verificada,Médica,21.2%,0,470.5320672996835,3,4
2611.0,Curto,6.9%,83.69,4 anos,Empréstimo,60626.0,Verificado,Compra Importante,1.7%,0,259.10634682658673,5,9
7036.0,Curto,13.0%,245.14000000000001,menos de 1 ano,Alugado,67000.0,Não Verificado,Casamento,12.4%,0,285.53106779943363,1,5
10048.0,Longo,12.6%,234.94,7 anos,Empréstimo,81000.0,Não Verificado,Casa,14.6%,0,512.463934699317,1,7
4919.0,Curto,6.0%,155.44,5 anos,Alugado,18600.0,Fonte Verificada,Cartão de Crédito,11.5%,0,529.3060136598367,1,12
19343.0,Curto,15.2%,671.1999999999999,3 anos,Alugado,57000.0,Verificado,Compra Importante,12.9%,0,378.8647342995169,1,4
23038.0,Curto,13.5%,781.36,menos de 1 ano,Alugado,53000.0,Fonte Verificada,Cartão de Crédito,21.8%,0,502.59820089955025,3,8
16067.0,Curto,7.9%,505.89,1 ano,Alugado,52000.0,Fonte Verificada,Consolidação de Dívida,24.7%,0,253.53156754955853,0,8
3945.0,Longo,17.9%,105.46,3 anos,Próprio,29000.0,Verificado,Melhoria da Casa,2.5%,1,315.99900049975014,4,6
4118.0,Curto,13.6%,148.54,6 anos,Próprio,46000.0,Fonte Verificada,Carro,8.4%,0,257.1317674496085,0,8
4144.0,Curto,16.0%,143.26,6 anos,Próprio,30000.0,Fonte Verificada,Melhoria da Casa,10.8%,0,352.0656338497418,2,8
6986.0,Curto,5.4%,216.78,5 anos,Empréstimo,34004.0,Verificado,Consolidação de Dívida,11.4%,0,528.3324337831084,3,12
2026.0,Curto,12.5%,76.63,3 anos,Alugado,22400.0,Não Verificado,Melhoria da Casa,24.4%,1,422.5592203898051,2,12
28877.0,Longo,12.4%,660.36,mais de 10 anos,Alugado,65000.0,Verificado,Consolidação de Dívida,7.2%,0,357.39780109945025,2,8
12473.0,Curto,10.4%,405.22999999999996,2 anos,Empréstimo,40552.0,Verificado,Consolidação de Dívida,24.6%,0,452.7687489588539,2,1
4123.0,Curto,8.3%,131.57,3 anos,Alugado,34004.0,Verificado,Carro,15.1%,0,300.33243378310846,0,7
11956.0,Curto,7.9%,384.88,mais de 10 anos,Empréstimo,78500.0,Fonte Verificada,Cartão de Crédito,14.7%,0,546.2973513243378,0,7
6116.0,Curto,11.1%,199.1,4 anos,Alugado,52000.0,Não Verificado,Cartão de Crédito,3.8%,0,381.53156754955853,1,4
14991.0,Longo,12.4%,338.78000000000003,9 anos,Empréstimo,116000.0,Fonte Verificada,Consolidação de Dívida,19.1%,0,461.7961019490255,2,3
5861.0,Curto,7.5%,193.57000000000002,4 anos,Alugado,63000.0,Não Verificado,Consolidação de Dívida,18.9%,0,384.2645343994669,1,9
11959.0,Curto,8.9%,382.09999999999997,4 anos,Empréstimo,47000.0,Não Verificado,Cartão de Crédito,10.8%,0,389.1984007996002,1,8
1514.0,Curto,14.8%,61.27,7 anos,Empréstimo,12000.0,Verificado,Mudança,10.5%,0,412.8662335498917,8,8
8148.0,Curto,11.1%,271.93,4 anos,Alugado,49000.0,Fonte Verificada,Consolidação de Dívida,7.7%,0,491.33166749958355,5,12
7525.0,Longo,16.4%,192.35000000000002,6 anos,Alugado,42600.0,Não Verificado,Consolidação de Dívida,20.9%,0,383.9052140596369,3,4
18349.0,Longo,11.5%,407.29,6 anos,Empréstimo,40000.0,Fonte Verificada,Pequena Empresa,14.5%,0,269.7319673496585,0,12
18043.0,Curto,11.0%,591.14,1 ano,Alugado,78000.0,Fonte Verificada,Consolidação de Dívida,16.7%,0,438.264034649342,7,10
7061.0,Curto,15.3%,256.35,1 ano,Alugado,22800.0,Fonte Verificada,Consolidação de Dívida,16.1%,0,337.5858737298018,6,5
35056.0,Longo,20.5%,942.23,2 anos,Empréstimo,247000.0,Verificado,Cartão de Crédito,20.6%,1,317.52507079793435,6,9
13625.0,Curto,12.9%,457.64,mais de 10 anos,Alugado,76508.0,Verificado,Cartão de Crédito,15.9%,0,550.1646176911545,1,5
7914.0,Curto,10.6%,263.53000000000003,menos de 1 ano,Empréstimo,61000.0,Fonte Verificada,Consolidação de Dívida,6.4%,0,449.1312676994836,3,8
21974.0,Curto,6.5%,677.9499999999999,mais de 10 anos,Próprio,88000.0,Verificado,Cartão de Crédito,11.7%,0,290.9303681492587,1,2
6084.0,Curto,10.8%,202.26,8 anos,Alugado,39000.0,Não Verificado,Cartão de Crédito,4.0%,0,339.6653339996668,1,4
4076.0,Curto,15.0%,141.46,1 ano,Alugado,38000.0,Não Verificado,Consolidação de Dívida,4.1%,0,336.59870064967515,1,6
1365.0,Curto,11.9%,51.69,menos de 1 ano,Alugado,4080.0,Não Verificado,Consolidação de Dívida,13.2%,0,321.3384974179577,1,11
5014.0,Curto,6.5%,157.16,mais de 10 anos,Empréstimo,72000.0,Não Verificado,Compra Importante,1.0%,0,463.864234549392,2,4
11883.0,Longo,11.1%,258.17,1 ano,Empréstimo,73000.0,Fonte Verificada,Melhoria da Casa,1.3%,0,488.93086789938366,4,5
5029.0,Curto,12.6%,170.92,6 anos,Empréstimo,43000.0,Fonte Verificada,Consolidação de Dívida,9.4%,0,308.9318673996335,2,5
34990.0,Longo,20.3%,936.13,menos de 1 ano,Empréstimo,128000.0,Verificado,Consolidação de Dívida,13.5%,0,538.5957021489255,3,12
4063.0,Curto,14.7%,138.84,2 anos,Próprio,39000.0,Fonte Verificada,Consolidação de Dívida,10.7%,0,323.6653339996668,2,12
4941.0,Curto,10.1%,169.91,1 ano,Alugado,60000.0,Não Verificado,Carro,14.3%,0,331.06463434949194,0,1
21472.0,Longo,13.5%,497.11,1 ano,Empréstimo,60000.0,Verificado,Consolidação de Dívida,5.4%,0,465.06463434949194,2,5
5546.0,Curto,10.4%,187.2,5 anos,Alugado,24000.0,Verificado,Férias,23.6%,0,479.6658337497918,3,3
22301.0,Curto,12.7%,755.12,2 anos,Alugado,43000.0,Verificado,Consolidação de Dívida,15.6%,0,327.9318673996335,0,5
16971.0,Longo,12.0%,379.44,mais de 10 anos,Alugado,51000.0,Não Verificado,Consolidação de Dívida,5.3%,0,413.46493419956687,8,9
15063.0,Curto,17.7%,547.97,menos de 1 ano,Empréstimo,88000.0,Verificado,Pequena Empresa,7.2%,1,464.9303681492587,4,10
2558.0,Curto,13.1%,84.80000000000001,4 anos,Alugado,21996.0,Fonte Verificada,Outro,8.1%,0,525.5323005164084,10,5
20039.0,Curto,12.5%,675.9200000000001,4 anos,Próprio,167000.0,Não Verificado,Melhoria da Casa,3.4%,0,402.1944027986007,2,6
7855.0,Longo,14.0%,188.88,5 anos,Próprio,30000.0,Verificado,Cartão de Crédito,13.4%,0,304.0656338497418,1,7
8002.0,Curto,12.7%,276.98,1 ano,Alugado,38000.0,Fonte Verificada,Consolidação de Dívida,14.8%,0,402.59870064967515,3,1
9313.0,Curto,11.4%,305.96,2 anos,Empréstimo,54000.0,Fonte Verificada,Consolidação de Dívida,24.8%,0,451.6648342495419,2,6
6400.0,Curto,15.6%,231.12,6 anos,Empréstimo,150000.0,Não Verificado,Outro,19.9%,0,374.0616358487423,3,6
15898.0,Longo,16.4%,401.49,5 anos,Alugado,63000.0,Não Verificado,Consolidação de Dívida,16.6%,0,521.2645343994669,0,2
4102.0,Curto,12.7%,136.19,1 ano,Alugado,40000.0,Não Verificado,Consolidação de Dívida,5.7%,0,254.73196734965848,2,5
15003.0,Longo,13.3%,344.6,mais de 10 anos,Empréstimo,69000.0,Verificado,Carro,9.4%,0,469.66433449941695,1,5
7142.0,Longo,18.2%,182.65,1 ano,Alugado,47000.0,Não Verificado,Consolidação de Dívida,2.4%,0,345.1984007996002,2,9
12935.0,Longo,14.8%,317.56,4 anos,Alugado,42400.0,Verificado,Consolidação de Dívida,16.5%,0,435.8918873896385,0,2
1374.0,Curto,7.3%,49.39,1 ano,Alugado,25000.0,Fonte Verificada,Outro,19.1%,0,482.73246709978343,4,5
2352.0,Curto,12.5%,87.25,2 anos,Empréstimo,58996.0,Verificado,Outro,16.4%,0,294.99773446610027,1,11
20800.0,Longo,18.3%,538.36,5 anos,Empréstimo,89004.0,Fonte Verificada,Melhoria da Casa,16.7%,0,441.99726803265037,2,9
3135.0,Curto,5.4%,98.59,mais de 10 anos,Empréstimo,95000.0,Fonte Verificada,Compra Importante,4.9%,0,503.3968015992004,1,9
4843.0,Curto,11.5%,167.73000000000002,mais de 10 anos,Empréstimo,62000.0,Não Verificado,Cartão de Crédito,21.6%,0,317.19790104947526,1,5
5917.0,Curto,6.6%,191.13,,Alugado,23640.0,Verificado,Consolidação de Dívida,25.2%,0,265.64184574379476,6,7
13303.0,Curto,6.6%,411.19,8 anos,Empréstimo,71000.0,Verificado,Consolidação de Dívida,28.6%,0,430.7976011994003,3,12
11997.0,Longo,13.1%,276.54,4 anos,Alugado,58000.0,Verificado,Casamento,20.5%,0,449.93136764950856,3,12
20946.0,Longo,20.9%,572.59,2 anos,Alugado,73040.0,Fonte Verificada,Consolidação de Dívida,6.5%,0,299.9335332333833,1,5
11879.0,Longo,15.3%,292.9,menos de 1 ano,Alugado,49000.0,Não Verificado,Cartão de Crédito,16.9%,0,478.33166749958355,1,4
5977.0,Curto,8.9%,192.65,menos de 1 ano,Empréstimo,28400.0,Não Verificado,Melhoria da Casa,8.9%,0,546.9590204897552,1,1
18083.0,Curto,22.5%,696.5899999999999,mais de 10 anos,Empréstimo,298000.0,Verificado,Consolidação de Dívida,19.3%,0,548.9233716475096,6,12
11972.0,Curto,11.7%,401.7,8 anos,Alugado,36000.0,Não Verificado,Consolidação de Dívida,16.8%,0,308.4654339496918,1,6
15973.0,Curto,12.8%,542.47,menos de 1 ano,Empréstimo,99000.0,Verificado,Consolidação de Dívida,19.3%,0,266.6633349991671,5,12
29994.0,Curto,7.5%,936.5899999999999,8 anos,Alugado,80690.0,Verificado,Cartão de Crédito,21.6%,0,554.4432783608196,10,1
7207.0,Curto,16.0%,260.36,mais de 10 anos,Alugado,67500.0,Não Verificado,Consolidação de Dívida,23.8%,0,364.56438447442946,0,8
21326.0,Longo,18.2%,544.52,4 anos,Alugado,60250.0,Verificado,Consolidação de Dívida,23.2%,0,282.08129268698985,2,1
1723.0,Curto,13.5%,67.31,6 anos,Próprio,46600.0,Não Verificado,Compra Importante,4.0%,0,514.1717474596035,1,9
15060.0,Curto,11.0%,499.08,2 anos,Alugado,42000.0,Não Verificado,Cartão de Crédito,20.6%,0,353.86523404964186,1,7
2112.0,Curto,14.3%,72.34,mais de 10 anos,Empréstimo,32000.0,Verificado,Consolidação de Dívida,8.0%,0,522.1989005497251,1,7
18131.0,Longo,13.0%,409.95000000000005,6 anos,Alugado,138257.0,Verificado,Mudança,26.9%,0,448.2791604197901,0,5
11964.0,Longo,12.4%,277.46000000000004,mais de 10 anos,Empréstimo,121000.0,Fonte Verificada,Consolidação de Dívida,16.8%,0,267.1292686989838,3,6
9965.0,Curto,15.3%,353.88000000000005,1 ano,Alugado,27000.0,Não Verificado,Pequena Empresa,1.4%,0,337.86573379976676,1,12
19473.0,Curto,13.1%,660.04,3 anos,Empréstimo,69500.0,Não Verificado,Consolidação de Dívida,11.8%,0,379.6976511744128,1,6
8542.0,Curto,11.3%,279.98,3 anos,Alugado,36100.0,Não Verificado,Carro,1.4%,0,268.47209728469096,4,1
12044.0,Longo,14.0%,284.85,menos de 1 ano,Empréstimo,91000.0,Não Verificado,Cartão de Crédito,11.8%,0,514.1302681992338,7,6
34885.0,Curto,13.1%,1189.54,2 anos,Empréstimo,101000.0,Fonte Verificada,Consolidação de Dívida,21.0%,0,308.7966016991504,2,12
17046.0,Longo,19.0%,450.15,3 anos,Alugado,80050.0,Não Verificado,Consolidação de Dívida,16.8%,0,330.40063301682494,3,9
29891.0,Curto,17.6%,1080.4,6 anos,Empréstimo,201000.0,Verificado,Consolidação de Dívida,6.0%,0,452.4599366983175,2,2
14865.0,Curto,15.3%,528.14,6 anos,Alugado,38000.0,Não Verificado,Pequena Empresa,11.2%,0,455.59870064967515,2,4
12075.0,Curto,10.6%,392.31,menos de 1 ano,Empréstimo,63000.0,Verificado,Cartão de Crédito,22.4%,0,302.2645343994669,1,4
9566.0,Longo,11.1%,213.64,3 anos,Alugado,28708.0,Não Verificado,Consolidação de Dívida,17.0%,0,428.97954356155253,1,6
11898.0,Longo,15.6%,290.59,8 anos,Alugado,177434.0,Verificado,Consolidação de Dívida,9.6%,0,519.8896551724138,0,12
12622.0,Curto,18.2%,464.71000000000004,3 anos,Alugado,57000.0,Não Verificado,Outro,18.8%,0,475.8647342995169,2,11
5550.0,Curto,15.4%,196.70000000000002,3 anos,Empréstimo,48300.0,Não Verificado,Compra Importante,8.3%,0,261.2850241545894,1,3
11889.0,Longo,6.9%,245.48000000000002,9 anos,Empréstimo,55160.0,Fonte Verificada,Consolidação de Dívida,13.8%,0,502.7421289355322,2,7
10122.0,Curto,14.3%,348.1,menos de 1 ano,Alugado,55500.0,Não Verificado,Consolidação de Dívida,13.5%,0,497.7647842745294,0,10
4749.0,Curto,10.8%,153.69,6 anos,Empréstimo,30000.0,Fonte Verificada,Compra Importante,9.4%,0,311.0656338497418,2,2
8317.0,Longo,15.9%,205.70000000000002,1 ano,Alugado,33204.0,Fonte Verificada,Consolidação de Dívida,3.6%,0,478.2791271031151,1,10
